Passage,Harmonic,Arithmetic
Gen.37.32,7,723
Gen.37.33,3,216
Gen.37.34,10,375
Gen.37.35,7,461
Gen.37.36,2,415
Gen.37,4,590
Gen.38.1,5,245
Gen.38.2,7,243
Gen.38.3,6,995
Gen.38.4,7,894
Gen.38.5,5,629
Gen.38.6,3,134
Gen.38.7,20,786
Gen.38.8,3,520
Gen.38.9,4,481
Gen.38.10,24,1340
Gen.38.11,8,394
Gen.38.12,3,325
Gen.38.13,2,122
Gen.38.14,4,599
Gen.38.15,2,502
Gen.38.16,13,802
Gen.38.17,4,385
Gen.38.18,4,684
Gen.38.19,2,11
Gen.38.20,4,641
Gen.38.21,3,860
Gen.38.22,7,839
Gen.38.23,4,465
Gen.38.24,2,231
Gen.38.25,4,486
Gen.38.26,4,693
Gen.38.27,2,169
Gen.38.28,4,377
Gen.38.29,6,151
Gen.38.30,8,880
Gen.38,4,529
Gen.39.1,3,389
Gen.39.2,7,1346
Gen.39.3,26,1579
Gen.39.4,8,421
Gen.39.5,13,1308
Gen.39.6,9,909
Gen.39.7,13,813
Gen.39.8,28,808
Gen.39.9,15,238
Gen.39.10,7,465
Gen.39.11,13,268
Gen.39.12,4,78
Gen.39.13,5,264
Gen.39.14,11,170
Gen.39.15,4,189
Gen.39.16,5,564
Gen.39.17,8,464
Gen.39.18,4,78
Gen.39.19,9,827
Gen.39.20,7,663
Gen.39.21,8,1071
Gen.39.22,12,936
Gen.39.23,9,885
Gen.39,8,674
Gen.40.1,6,155
Gen.40.2,6,710
Gen.40.3,7,751
Gen.40.4,5,668
Gen.40.5,4,661
Gen.40.6,7,130
Gen.40.7,5,928
Gen.40.8,5,260
Gen.40.9,5,809
Gen.40.10,1,12
Gen.40.11,4,1204
Gen.40.12,6,366
Gen.40.13,4,806
Gen.40.14,4,504
Gen.40.15,3,425
Gen.40.16,5,749
Gen.40.17,3,107
Gen.40.18,6,287
Gen.40.19,5,995
Gen.40.20,17,786
Gen.40.21,7,1238
Gen.40.22,4,196
Gen.40.23,4,1006
Gen.40,4,631
Gen.41.1,9,471
Gen.41.2,3,105
Gen.41.3,7,268
Gen.41.4,3,59
Gen.41.5,3,86
Gen.41.6,2,64
Gen.41.7,1,104
Gen.41.8,6,1013
Gen.41.9,7,1333
Gen.41.10,6,383
Gen.41.11,2,207
Gen.41.12,2,548
Gen.41.13,3,456
Gen.41.14,5,827
Gen.41.15,8,436
Gen.41.16,14,1336
Gen.41.17,14,760
Gen.41.18,3,105
Gen.41.19,3,128
Gen.41.20,2,84
Gen.41.21,4,816
Gen.41.22,4,91
Gen.41.23,3,58
Gen.41.24,2,342
Gen.41.25,44,905
Gen.41.26,6,84
Gen.41.27,2,37
Gen.41.28,32,1738
Gen.41.29,10,176
Gen.41.30,7,704
Gen.41.31,22,275
Gen.41.32,4,448
Gen.41.33,6,527
Gen.41.34,3,892
Gen.41.35,3,614
Gen.41.36,3,450
Gen.41.37,20,426
Gen.41.38,7,1112
Gen.41.39,12,1072
Gen.41.40,5,564
Gen.41.41,86,1116
Gen.41.42,7,752
Gen.41.43,4,866
Gen.41.44,13,1012
Gen.41.45,5,591
Gen.41.46,7,239
Gen.41.47,3,152
Gen.41.48,17,999
Gen.41.49,8,553
Gen.41.50,5,316
Gen.41.51,11,1375
Gen.41.52,4,295
Gen.41.53,6,706
Gen.41.54,13,223
Gen.41.55,8,945
Gen.41.56,9,858
Gen.41.57,23,583
Gen.41,5,578
Gen.42.1,8,510
Gen.42.2,6,463
Gen.42.3,9,41
Gen.42.4,6,1074
Gen.42.5,35,492
Gen.42.6,6,478
Gen.42.7,5,514
Gen.42.8,5,1333
Gen.42.9,6,981
Gen.42.10,13,433
Gen.42.11,5,493
Gen.42.12,21,854
Gen.42.13,20,596
Gen.42.14,19,841
Gen.42.15,4,353
Gen.42.16,3,676
Gen.42.17,25,631
Gen.42.18,14,842
Gen.42.19,3,117
Gen.42.20,3,305
Gen.42.21,4,793
Gen.42.22,5,257
Gen.42.23,3,960
Gen.42.24,8,547
Gen.42.25,4,701
Gen.42.26,4,1433
Gen.42.27,7,958
Gen.42.28,5,631
Gen.42.29,11,652
Gen.42.30,5,726
Gen.42.31,5,427
Gen.42.32,10,619
Gen.42.33,6,414
Gen.42.34,6,1256
Gen.42.35,2,559
Gen.42.36,5,292
Gen.42.37,15,1021
Gen.42.38,4,721
Gen.42,6,657
Gen.43.1,16,21
Gen.43.2,8,866
Gen.43.3,9,342
Gen.43.4,4,771
Gen.43.5,8,393
Gen.43.6,8,483
Gen.43.7,3,615
Gen.43.8,7,567
Gen.43.9,3,476
Gen.43.10,2,594
Gen.43.11,3,261
Gen.43.12,3,147
Gen.43.13,3,736
Gen.43.14,6,587
Gen.43.15,15,568
Gen.43.16,4,1045
Gen.43.17,31,736
Gen.43.18,3,408
Gen.43.19,34,1204
Gen.43.20,3,64
Gen.43.21,2,820
Gen.43.22,3,245
Gen.43.23,5,549
Gen.43.24,5,564
Gen.43.25,19,1085
Gen.43.26,11,1042
Gen.43.27,9,668
Gen.43.28,6,50
Gen.43.29,13,816
Gen.43.30,7,415
Gen.43.31,8,313
Gen.43.32,5,776
Gen.43.33,2,428
Gen.43.34,3,37
Gen.43,5,576
Gen.44.1,7,1236
Gen.44.2,4,476
Gen.44.3,2,45
Gen.44.4,5,638
Gen.44.5,7,817
Gen.44.6,5,1161
Gen.44.7,25,120
Gen.44.8,5,349
Gen.44.9,5,524
Gen.44.10,6,574
Gen.44.11,2,959
Gen.44.12,2,5
Gen.44.13,2,566
Gen.44.14,26,166
Gen.44.15,6,962
Gen.44.16,6,651
Gen.44.17,13,627
Gen.44.18,8,363
Gen.44.19,13,807
Gen.44.20,6,258
Gen.44.21,4,471
Gen.44.22,5,1499
Gen.44.23,17,743
Gen.44.24,6,514
Gen.44.25,11,310
Gen.44.26,6,472
Gen.44.27,13,502
Gen.44.28,4,241
Gen.44.29,3,1058
Gen.44.30,3,359
Gen.44.31,3,737
Gen.44.32,14,1028
Gen.44.33,8,127
Gen.44.34,9,1197
Gen.44,6,626
Gen.45.1,7,426
Gen.45.2,20,871
Gen.45.3,19,602
Gen.45.4,8,863
Gen.45.5,5,402
Gen.45.6,5,710
Gen.45.7,3,147
Gen.45.8,6,310
Gen.45.9,4,343
Gen.45.10,5,439
Gen.45.11,6,661
Gen.45.12,8,335
Gen.45.13,5,1562
Gen.45.14,5,699
Gen.45.15,13,74
Gen.45.16,8,160
Gen.45.17,5,996
Gen.45.18,15,1324
Gen.45.19,3,518
Gen.45.20,4,884
Gen.45.21,12,556
Gen.45.22,3,66
Gen.45.23,2,16
Gen.45.24,6,967
Gen.45.25,22,123
Gen.45.26,11,519
Gen.45.27,8,1023
Gen.45.28,6,418
Gen.45,6,589
Gen.46.1,7,660
Gen.46.2,15,693
Gen.46.3,8,349
Gen.46.4,5,308
Gen.46.5,11,883
Gen.46.6,8,953
Gen.46.7,17,113
Gen.46.8,20,247
Gen.46.9,4,47
Gen.46.10,3,146
Gen.46.11,9,56
Gen.46.12,4,79
Gen.46.13,1,37
Gen.46.14,1,46
Gen.46.15,5,567
Gen.46.16,1,28
Gen.46.17,3,38
Gen.46.18,16,900
Gen.46.19,19,271
Gen.46.20,7,816
Gen.46.21,1,23
Gen.46.22,49,899
Gen.46.23,2,77
Gen.46.24,2,41
Gen.46.25,19,1062
Gen.46.26,8,380
Gen.46.27,8,601
Gen.46.28,9,531
Gen.46.29,5,571
Gen.46.30,4,1315
Gen.46.31,11,618
Gen.46.32,11,597
Gen.46.33,7,336
Gen.46.34,14,285
Gen.46,5,498
Gen.47.1,13,496
Gen.47.2,3,111
Gen.47.3,6,667
Gen.47.4,10,631
Gen.47.5,21,723
Gen.47.6,7,735
Gen.47.7,17,1189
Gen.47.8,26,341
Gen.47.9,8,598
Gen.47.10,31,1010
Gen.47.11,5,636
Gen.47.12,6,982
Gen.47.13,6,262
Gen.47.14,6,1067
Gen.47.15,9,414
Gen.47.16,4,331
Gen.47.17,4,556
Gen.47.18,5,499
Gen.47.19,3,270
Gen.47.20,14,771
Gen.47.21,4,334
Gen.47.22,10,1349
Gen.47.23,11,921
Gen.47.24,2,78
Gen.47.25,6,75
Gen.47.26,11,469
Gen.47.27,4,261
Gen.47.28,31,152
Gen.47.29,7,291
Gen.47.30,2,80
Gen.47.31,7,886
Gen.47,6,570
Gen.48.1,40,1054
Gen.48.2,24,646
Gen.48.3,7,509
Gen.48.4,5,639
Gen.48.5,8,180
Gen.48.6,3,805
Gen.48.7,5,96
Gen.48.8,111,1501
Gen.48.9,6,784
Gen.48.10,3,418
Gen.48.11,5,1195
Gen.48.12,10,68
Gen.48.13,6,1195
Gen.48.14,9,1303
Gen.48.15,7,755
Gen.48.16,7,390
Gen.48.17,13,504
Gen.48.18,18,1078
Gen.48.19,5,234
Gen.48.20,3,648
Gen.48.21,31,880
Gen.48.22,5,691
Gen.48,7,685
Gen.49.1,15,853
Gen.49.2,7,830
Gen.49.3,4,66
Gen.49.4,2,305
Gen.49.5,4,25
Gen.49.6,2,346
Gen.49.7,2,537
Gen.49.8,4,247
Gen.49.9,2,81
Gen.49.10,3,238
Gen.49.11,1,8
Gen.49.12,1,5
Gen.49.13,3,368
Gen.49.14,2,29
Gen.49.15,3,667
Gen.49.16,22,91
Gen.49.17,3,18
Gen.49.18,5,202
Gen.49.19,2,37
Gen.49.20,3,94
Gen.49.21,2,10
Gen.49.22,4,39
Gen.49.23,1,5
Gen.49.24,3,64
Gen.49.25,2,43
Gen.49.26,2,243
Gen.49.27,4,131
Gen.49.28,13,924
Gen.49.29,4,1004
Gen.49.30,11,1253
Gen.49.31,5,1162
Gen.49.32,13,786
Gen.49.33,9,1053
Gen.49,3,447
Gen.50.1,36,507
Gen.50.2,5,2060
Gen.50.3,6,387
Gen.50.4,12,385
Gen.50.5,4,668
Gen.50.6,3,1145
Gen.50.7,14,631
Gen.50.8,11,131
Gen.50.9,41,193
Gen.50.10,12,406
Gen.50.11,6,771
Gen.50.12,10,299
Gen.50.13,8,709
Gen.50.14,13,1012
Gen.50.15,6,625
Gen.50.16,14,589
Gen.50.17,7,215
Gen.50.18,3,151
Gen.50.19,19,701
Gen.50.20,3,135
Gen.50.21,6,395
Gen.50.22,23,142
Gen.50.23,8,552
Gen.50.24,14,777
Gen.50.25,6,1263
Gen.50.26,4,188
Gen.50,7,591
Gen,5,604
Exod.1.1,11,461
Exod.1.2,16,36
Exod.1.3,2,14
Exod.1.4,4,13
Exod.1.5,4,304
Exod.1.6,32,155
Exod.1.7,3,282
Exod.1.8,58,1596
Exod.1.9,37,917
Exod.1.10,5,441
Exod.1.11,3,608
Exod.1.12,4,227
Exod.1.13,4,1630
Exod.1.14,3,859
Exod.1.15,4,649
Exod.1.16,2,900
Exod.1.17,5,1131
Exod.1.18,6,775
Exod.1.19,2,624
Exod.1.20,2,196
Exod.1.21,3,1067
Exod.1.22,3,331
Exod.1,4,651
Exod.2.1,49,1033
Exod.2.2,7,384
Exod.2.3,2,627
Exod.2.4,2,52
Exod.2.5,3,1025
Exod.2.6,3,575
Exod.2.7,4,731
Exod.2.8,4,643
Exod.2.9,4,838
Exod.2.10,5,318
Exod.2.11,7,435
Exod.2.12,3,943
Exod.2.13,7,233
Exod.2.14,5,532
Exod.2.15,20,837
Exod.2.16,2,561
Exod.2.17,2,828
Exod.2.18,5,609
Exod.2.19,3,623
Exod.2.20,3,1006
Exod.2.21,8,1398
Exod.2.22,25,902
Exod.2.23,4,458
Exod.2.24,10,1966
Exod.2.25,83,1471
Exod.2,4,745
Exod.3.1,10,927
Exod.3.2,3,82
Exod.3.3,4,947
Exod.3.4,28,974
Exod.3.5,7,680
Exod.3.6,10,608
Exod.3.7,5,1660
Exod.3.8,6,521
Exod.3.9,6,1044
Exod.3.10,5,1146
Exod.3.11,24,1425
Exod.3.12,7,1215
Exod.3.13,25,658
Exod.3.14,41,1052
Exod.3.15,16,734
Exod.3.16,7,757
Exod.3.17,8,461
Exod.3.18,5,525
Exod.3.19,22,522
Exod.3.20,8,1225
Exod.3.21,7,1021
Exod.3.22,3,611
Exod.3,7,828
Exod.4.1,24,597
Exod.4.2,3,1329
Exod.4.3,5,335
Exod.4.4,3,815
Exod.4.5,31,595
Exod.4.6,4,580
Exod.4.7,3,664
Exod.4.8,4,370
Exod.4.9,6,454
Exod.4.10,5,924
Exod.4.11,6,492
Exod.4.12,5,626
Exod.4.13,5,429
Exod.4.14,7,513
Exod.4.15,13,780
Exod.4.16,9,489
Exod.4.17,8,1378
Exod.4.18,9,765
Exod.4.19,9,1551
Exod.4.20,8,957
Exod.4.21,6,1396
Exod.4.22,8,1129
Exod.4.23,4,1003
Exod.4.24,2,812
Exod.4.25,3,683
Exod.4.26,2,40
Exod.4.27,10,629
Exod.4.28,7,1543
Exod.4.29,46,1278
Exod.4.30,35,1293
Exod.4.31,4,1548
Exod.4,6,839
Exod.5.1,14,1111
Exod.5.2,12,2412
Exod.5.3,6,109
Exod.5.4,4,841
Exod.5.5,4,366
Exod.5.6,4,923
Exod.5.7,3,246
Exod.5.8,4,656
Exod.5.9,6,375
Exod.5.10,9,490
Exod.5.11,3,330
Exod.5.12,3,184
Exod.5.13,2,134
Exod.5.14,4,571
Exod.5.15,7,632
Exod.5.16,3,72
Exod.5.17,7,562
Exod.5.18,3,330
Exod.5.19,6,457
Exod.5.20,7,759
Exod.5.21,3,953
Exod.5.22,6,801
Exod.5.23,4,946
Exod.5,4,671
Exod.6.1,5,1112
Exod.6.2,531,1046
Exod.6.3,3,1064
Exod.6.4,6,1255
Exod.6.5,4,1134
Exod.6.6,3,445
Exod.6.7,11,605
Exod.6.8,21,935
Exod.6.9,5,933
Exod.6.10,241,1870
Exod.6.11,6,1161
Exod.6.12,7,620
Exod.6.13,48,1294
Exod.6.14,10,261
Exod.6.15,4,139
Exod.6.16,5,43
Exod.6.17,14,232
Exod.6.18,12,36
Exod.6.19,5,76
Exod.6.20,10,585
Exod.6.21,2,48
Exod.6.22,2,43
Exod.6.23,6,1274
Exod.6.24,2,72
Exod.6.25,8,562
Exod.6.26,20,1692
Exod.6.27,16,1023
Exod.6.28,276,1303
Exod.6.29,35,1548
Exod.6.30,16,776
Exod.6,7,819
Exod.7.1,9,1005
Exod.7.2,13,1288
Exod.7.3,6,1291
Exod.7.4,7,1204
Exod.7.5,8,1731
Exod.7.6,78,805
Exod.7.7,6,553
Exod.7.8,154,1646
Exod.7.9,10,267
Exod.7.10,10,921
Exod.7.11,4,113
Exod.7.12,2,788
Exod.7.13,76,330
Exod.7.14,18,1144
Exod.7.15,6,691
Exod.7.16,13,982
Exod.7.17,10,1414
Exod.7.18,4,495
Exod.7.19,5,720
Exod.7.20,8,1060
Exod.7.21,10,479
Exod.7.22,16,242
Exod.7.23,6,558
Exod.7.24,6,480
Exod.7.25,14,1512
Exod.7.26,47,1740
Exod.7.27,3,952
Exod.7.28,2,43
Exod.7.29,2,26
Exod.7,7,857
Exod.8.1,5,1551
Exod.8.2,8,1337
Exod.8.3,6,1053
Exod.8.4,5,1055
Exod.8.5,2,197
Exod.8.6,11,737
Exod.8.7,2,18
Exod.8.8,27,1233
Exod.8.9,4,621
Exod.8.10,1,73
Exod.8.11,6,885
Exod.8.12,9,1059
Exod.8.13,7,822
Exod.8.14,3,610
Exod.8.15,16,417
Exod.8.16,10,946
Exod.8.17,6,1211
Exod.8.18,11,1037
Exod.8.19,5,93
Exod.8.20,6,458
Exod.8.21,7,634
Exod.8.22,8,872
Exod.8.23,7,126
Exod.8.24,4,360
Exod.8.25,6,764
Exod.8.26,23,714
Exod.8.27,6,720
Exod.8.28,14,1374
Exod.8,6,812
Exod.9.1,30,1553
Exod.9.2,4,523
Exod.9.3,2,699
Exod.9.4,10,769
Exod.9.5,105,1179
Exod.9.6,12,1105
Exod.9.7,7,920
Exod.9.8,4,733
Exod.9.9,5,706
Exod.9.10,4,523
Exod.9.11,5,267
Exod.9.12,86,1721
Exod.9.13,17,1259
Exod.9.14,7,880
Exod.9.15,3,814
Exod.9.16,4,566
Exod.9.17,1,16
Exod.9.18,8,515
Exod.9.19,7,551
Exod.9.20,4,1809
Exod.9.21,24,1511
Exod.9.22,35,1227
Exod.9.23,7,1055
Exod.9.24,7,438
Exod.9.25,14,736
Exod.9.26,15,1138
Exod.9.27,7,562
Exod.9.28,4,810
Exod.9.29,5,1423
Exod.9.30,6,941
Exod.9.31,1,365
Exod.9.32,1,784
Exod.9.33,6,1105
Exod.9.34,3,196
Exod.9.35,11,1308
Exod.9,6,906
Exod.10.1,10,1283
Exod.10.2,6,848
Exod.10.3,5,635
Exod.10.4,7,920
Exod.10.5,7,1341
Exod.10.6,9,483
Exod.10.7,7,1078
Exod.10.8,5,1468
Exod.10.9,2,758
Exod.10.10,10,696
Exod.10.11,13,1082
Exod.10.12,9,1531
Exod.10.13,10,931
Exod.10.14,24,593
Exod.10.15,7,1134
Exod.10.16,9,247
Exod.10.17,7,527
Exod.10.18,20,723
Exod.10.19,6,799
Exod.10.20,50,2102
Exod.10.21,11,1239
Exod.10.22,11,893
Exod.10.23,7,840
Exod.10.24,5,1057
Exod.10.25,11,349
Exod.10.26,5,1287
Exod.10.27,12,1634
Exod.10.28,5,504
Exod.10.29,11,656
Exod.10,7,968
Exod.11.1,7,735
Exod.11.2,8,173
Exod.11.3,49,789
Exod.11.4,9,865
Exod.11.5,7,674
Exod.11.6,4,822
Exod.11.7,5,884
Exod.11.8,8,414
Exod.11.9,8,1105
Exod.11.10,12,1541
Exod.11,8,796
Exod.12.1,167,1336
Exod.12.2,9,224
Exod.12.3,7,455
Exod.12.4,2,485
Exod.12.5,8,259
Exod.12.6,6,328
Exod.12.7,10,892
Exod.12.8,4,966
Exod.12.9,4,549
Exod.12.10,5,333
Exod.12.11,2,110
Exod.12.12,12,193
Exod.12.13,4,773
Exod.12.14,7,193
Exod.12.15,4,338
Exod.12.16,42,518
Exod.12.17,13,1299
Exod.12.18,7,144
Exod.12.19,4,588
Exod.12.20,5,652
Exod.12.21,4,397
Exod.12.22,3,754
Exod.12.23,5,1482
Exod.12.24,28,978
Exod.12.25,38,1551
Exod.12.26,38,259
Exod.12.27,5,972
Exod.12.28,32,1361
Exod.12.29,16,493
Exod.12.30,38,512
Exod.12.31,9,950
Exod.12.32,3,162
Exod.12.33,4,732
Exod.12.34,1,966
Exod.12.35,8,275
Exod.12.36,5,1314
Exod.12.37,4,220
Exod.12.38,12,62
Exod.12.39,4,1020
Exod.12.40,21,781
Exod.12.41,23,660
Exod.12.42,6,332
Exod.12.43,43,1265
Exod.12.44,6,235
Exod.12.45,5,531
Exod.12.46,5,508
Exod.12.47,43,909
Exod.12.48,6,189
Exod.12.49,4,64
Exod.12.50,35,1466
Exod.12.51,20,1536
Exod.12,6,669
Exod.13.1,241,1870
Exod.13.2,8,462
Exod.13.3,10,1024
Exod.13.4,3,126
Exod.13.5,15,833
Exod.13.6,19,69
Exod.13.7,9,184
Exod.13.8,8,618
Exod.13.9,9,677
Exod.13.10,2,962
Exod.13.11,5,897
Exod.13.12,3,459
Exod.13.13,3,280
Exod.13.14,11,499
Exod.13.15,7,471
Exod.13.16,4,924
Exod.13.17,7,793
Exod.13.18,10,732
Exod.13.19,8,1278
Exod.13.20,4,18
Exod.13.21,6,70
Exod.13.22,6,145
Exod.13,7,639
Exod.14.1,111,873
Exod.14.2,3,580
Exod.14.3,7,280
Exod.14.4,7,842
Exod.14.5,4,871
Exod.14.6,19,1195
Exod.14.7,7,389
Exod.14.8,11,817
Exod.14.9,6,548
Exod.14.10,12,865
Exod.14.11,5,320
Exod.14.12,8,1095
Exod.14.13,7,1602
Exod.14.14,3,1099
Exod.14.15,5,1479
Exod.14.16,4,804
Exod.14.17,5,529
Exod.14.18,4,984
Exod.14.19,6,207
Exod.14.20,9,880
Exod.14.21,6,1515
Exod.14.22,6,286
Exod.14.23,17,365
Exod.14.24,7,651
Exod.14.25,3,841
Exod.14.26,12,1693
Exod.14.27,7,1156
Exod.14.28,22,587
Exod.14.29,5,274
Exod.14.30,54,1657
Exod.14.31,7,1817
Exod.14,6,914
Exod.15.1,5,608
Exod.15.2,3,119
Exod.15.3,83,2244
Exod.15.4,2,19
Exod.15.5,1,10
Exod.15.6,2,1261
Exod.15.7,1,2
Exod.15.8,1,17
Exod.15.9,2,74
Exod.15.10,1,10
Exod.15.11,1,452
Exod.15.12,1,13
Exod.15.13,2,360
Exod.15.14,2,29
Exod.15.15,3,59
Exod.15.16,2,386
Exod.15.17,2,460
Exod.15.18,16,1266
Exod.15.19,11,906
Exod.15.20,3,491
Exod.15.21,5,189
Exod.15.22,11,832
Exod.15.23,4,563
Exod.15.24,4,711
Exod.15.25,5,1028
Exod.15.26,5,992
Exod.15.27,8,341
Exod.15,3,520
Exod.16.1,11,616
Exod.16.2,8,996
Exod.16.3,5,925
Exod.16.4,6,693
Exod.16.5,5,724
Exod.16.6,75,1123
Exod.16.7,5,1969
Exod.16.8,5,1286
Exod.16.9,13,1057
Exod.16.10,17,1113
Exod.16.11,241,1870
Exod.16.12,5,957
Exod.16.13,7,568
Exod.16.14,3,590
Exod.16.15,52,1162
Exod.16.16,8,713
Exod.16.17,2,450
Exod.16.18,1,402
Exod.16.19,21,609
Exod.16.20,4,446
Exod.16.21,3,168
Exod.16.22,5,271
Exod.16.23,5,867
Exod.16.24,9,513
Exod.16.25,5,674
Exod.16.26,7,343
Exod.16.27,10,332
Exod.16.28,6,1214
Exod.16.29,20,650
Exod.16.30,3,244
Exod.16.31,2,677
Exod.16.32,12,1065
Exod.16.33,6,518
Exod.16.34,4,1058
Exod.16.35,5,1200
Exod.16.36,1,37
Exod.16,6,834
Exod.17.1,8,810
Exod.17.2,6,690
Exod.17.3,5,576
Exod.17.4,9,903
Exod.17.5,9,1287
Exod.17.6,13,161
Exod.17.7,5,1334
Exod.17.8,5,436
Exod.17.9,7,557
Exod.17.10,15,209
Exod.17.11,6,310
Exod.17.12,5,161
Exod.17.13,7,1069
Exod.17.14,6,1025
Exod.17.15,6,872
Exod.17.16,3,653
Exod.17,6,684
Exod.18.1,29,1231
Exod.18.2,6,814
Exod.18.3,12,721
Exod.18.4,4,209
Exod.18.5,17,907
Exod.18.6,6,582
Exod.18.7,10,236
Exod.18.8,4,1324
Exod.18.9,5,1622
Exod.18.10,34,1376
Exod.18.11,5,1229
Exod.18.12,18,285
Exod.18.13,48,1008
Exod.18.14,38,735
Exod.18.15,14,577
Exod.18.16,5,750
Exod.18.17,41,1123
Exod.18.18,4,682
Exod.18.19,20,668
Exod.18.20,3,1368
Exod.18.21,6,134
Exod.18.22,8,597
Exod.18.23,7,949
Exod.18.24,6,749
Exod.18.25,25,436
Exod.18.26,5,1196
Exod.18.27,21,1461
Exod.18,8,837
Exod.19.1,21,357
Exod.19.2,5,235
Exod.19.3,14,707
Exod.19.4,6,695
Exod.19.5,27,851
Exod.19.6,19,767
Exod.19.7,31,769
Exod.19.8,63,1387
Exod.19.9,10,975
Exod.19.10,5,1300
Exod.19.11,17,866
Exod.19.12,4,692
Exod.19.13,4,470
Exod.19.14,9,1154
Exod.19.15,4,884
Exod.19.16,5,623
Exod.19.17,7,789
Exod.19.18,4,737
Exod.19.19,4,158
Exod.19.20,72,1330
Exod.19.21,9,1320
Exod.19.22,3,961
Exod.19.23,5,1346
Exod.19.24,6,900
Exod.19.25,30,1119
Exod.19,7,862
Exod.20.1,276,649
Exod.20.2,17,1181
Exod.20.3,12,746
Exod.20.4,8,432
Exod.20.5,6,875
Exod.20.6,1,13
Exod.20.7,16,2170
Exod.20.8,9,1350
Exod.20.9,5,483
Exod.20.10,5,387
Exod.20.11,10,1894
Exod.20.12,10,1485
Exod.20.13,3,1278
Exod.20.14,3,1278
Exod.20.15,3,1278
Exod.20.16,3,145
Exod.20.17,4,600
Exod.20.18,2,704
Exod.20.19,8,429
Exod.20.20,4,754
Exod.20.21,6,933
Exod.20.22,58,1363
Exod.20.23,24,588
Exod.20.24,5,1261
Exod.20.25,4,305
Exod.20.26,3,596
Exod.20,6,952
Exod.21.1,21,978
Exod.21.2,3,295
Exod.21.3,8,217
Exod.21.4,5,201
Exod.21.5,6,1268
Exod.21.6,3,1017
Exod.21.7,3,1019
Exod.21.8,3,558
Exod.21.9,2,54
Exod.21.10,2,469
Exod.21.11,6,372
Exod.21.12,20,235
Exod.21.13,3,662
Exod.21.14,2,424
Exod.21.15,12,53
Exod.21.16,3,167
Exod.21.17,4,52
Exod.21.18,3,666
Exod.21.19,3,340
Exod.21.20,5,1058
Exod.21.21,5,641
Exod.21.22,3,115
Exod.21.23,19,134
Exod.21.24,13,93
Exod.21.25,2,80
Exod.21.26,5,965
Exod.21.27,3,57
Exod.21.28,8,1174
Exod.21.29,3,211
Exod.21.30,4,555
Exod.21.31,7,117
Exod.21.32,2,111
Exod.21.33,3,342
Exod.21.34,9,39
Exod.21.35,4,1445
Exod.21.36,8,296
Exod.21.37,4,294
Exod.21,4,502
Exod.22.1,3,221
Exod.22.2,6,311
Exod.22.3,4,180
Exod.22.4,2,638
Exod.22.5,2,548
Exod.22.6,7,430
Exod.22.7,6,699
Exod.22.8,11,1228
Exod.22.9,18,412
Exod.22.10,17,675
Exod.22.11,1,48
Exod.22.12,2,418
Exod.22.13,6,154
Exod.22.14,7,509
Exod.22.15,4,658
Exod.22.16,2,181
Exod.22.17,1,852
Exod.22.18,38,523
Exod.22.19,2,50
Exod.22.20,3,550
Exod.22.21,3,1026
Exod.22.22,2,432
Exod.22.23,3,42
Exod.22.24,3,1161
Exod.22.25,2,200
Exod.22.26,3,399
Exod.22.27,2,819
Exod.22.28,3,330
Exod.22.29,4,125
Exod.22.30,3,278
Exod.22,4,516
Exod.23.1,6,309
Exod.23.2,2,449
Exod.23.3,2,640
Exod.23.4,3,337
Exod.23.5,3,204
Exod.23.6,2,519
Exod.23.7,4,510
Exod.23.8,2,572
Exod.23.9,7,845
Exod.23.10,8,1642
Exod.23.11,1,21
Exod.23.12,2,126
Exod.23.13,6,1013
Exod.23.14,4,116
Exod.23.15,11,535
Exod.23.16,5,362
Exod.23.17,6,695
Exod.23.18,4,461
Exod.23.19,8,571
Exod.23.20,4,756
Exod.23.21,6,659
Exod.23.22,5,1453
Exod.23.23,5,386
Exod.23.24,1,429
Exod.23.25,6,638
Exod.23.26,3,1013
Exod.23.27,6,1794
Exod.23.28,5,1778
Exod.23.29,11,287
Exod.23.30,3,1255
Exod.23.31,5,654
Exod.23.32,3,628
Exod.23.33,8,987
Exod.23,4,693
Exod.24.1,16,838
Exod.24.2,8,1197
Exod.24.3,54,1269
Exod.24.4,17,543
Exod.24.5,4,311
Exod.24.6,5,414
Exod.24.7,11,902
Exod.24.8,22,1571
Exod.24.9,22,154
Exod.24.10,2,262
Exod.24.11,5,1069
Exod.24.12,5,1241
Exod.24.13,19,567
Exod.24.14,11,419
Exod.24.15,22,1345
Exod.24.16,8,797
Exod.24.17,14,673
Exod.24.18,54,454
Exod.24,9,824
Exod.25.1,241,1870
Exod.25.2,6,1377
Exod.25.3,9,627
Exod.25.4,7,21
Exod.25.5,3,7
Exod.25.6,2,10
Exod.25.7,3,8
Exod.25.8,6,114
Exod.25.9,23,656
Exod.25.10,14,27
Exod.25.11,7,117
Exod.25.12,8,571
Exod.25.13,5,67
Exod.25.14,13,1500
Exod.25.15,3,385
Exod.25.16,36,1111
Exod.25.17,4,40
Exod.25.18,11,76
Exod.25.19,10,690
Exod.25.20,6,659
Exod.25.21,30,1546
Exod.25.22,11,1012
Exod.25.23,12,24
Exod.25.24,30,123
Exod.25.25,6,69
Exod.25.26,12,1090
Exod.25.27,4,728
Exod.25.28,20,1141
Exod.25.29,2,435
Exod.25.30,30,63
Exod.25.31,4,31
